metro_title,primary_state,region,business_key,business_type,business_feasibility_score,business_feasibility_rank,feasibility_band,entry_strategy,strategy_guidance,market_strength_probability,category_fit_score,whitespace_opportunity_score,momentum_score,recommendation_summary,strength_1,strength_2,strength_3,risk_1,risk_2,recent_unemployment_change,population,median_income,unemployment_rate
"Jefferson City, MO",MO,Midwest,personal_services,Salon / Repair / Personal Services,65.80598315793667,52,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.6971474387551959,0.5668554148357652,41.65118942911435,60.0,"Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.3999999999999999,152832,73164,3.1
"Niles, MI",MI,Midwest,personal_services,Salon / Repair / Personal Services,17.69705788405494,222,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.43764728755868376,17.183657094905367,44.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Category location density,Payroll efficiency,Affluent demand,0.7999999999999998,152703,68984,5.0
"Sherman-Denison, TX",TX,South,personal_services,Salon / Repair / Personal Services,13.995318772697447,291,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.31425598384676723,24.383095477935683,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Business density,0.10000000000000009,150532,72260,3.9
"Wichita Falls, TX",TX,South,personal_services,Salon / Repair / Personal Services,20.273378026685055,198,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.09025198938992043,0.46519129231302087,23.261000156476285,72.0,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Recent labor momentum,Payroll efficiency,Affluent demand,0.09999999999999964,149869,66981,3.8
"Alexandria, LA",LA,South,personal_services,Salon / Repair / Personal Services,17.943595955359253,218,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06976891232583807,0.43532573641835304,18.32057024807674,52.000000000000014,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Category location density,Affluent demand,Payroll efficiency,0.5999999999999996,148008,55909,4.1
"Winchester, VA-WV",VA,South,personal_services,Salon / Repair / Personal Services,21.51870801968786,185,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.13497295469912102,0.4023533730249797,26.14867175668394,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Affluent demand,0.10000000000000009,148005,81443,2.7
"Rocky Mount, NC",NC,South,personal_services,Salon / Repair / Personal Services,8.03898762402708,361,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.267966254134236,22.258677219325627,75.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.0,147114,57802,4.8
"Dalton, GA",GA,South,personal_services,Salon / Repair / Personal Services,9.898971546727331,348,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.06525198938992043,0.1777110763144301,23.062431164092832,55.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.5,146386,66660,4.0
"Texarkana, TX-AR",TX,South,personal_services,Salon / Repair / Personal Services,16.509309931013956,238,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.04425326043119375,0.44705272336101304,20.61437697352242,67.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.20000000000000018,146210,58000,4.2
"Albany, GA",GA,South,personal_services,Salon / Repair / Personal Services,12.79342432080581,308,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.034482758620689655,0.3459877072452512,20.593724444289723,63.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.30000000000000027,146051,56851,4.2
"Sioux City, IA-NE-SD",IA,Midwest,personal_services,Salon / Repair / Personal Services,52.54051514239364,100,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.5993744669442671,0.3528100818764984,48.72114904879555,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.10000000000000009,145567,80163,2.9
"Lebanon, PA",PA,Northeast,personal_services,Salon / Repair / Personal Services,14.716693658606541,274,Low,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.0,0.49055645528688474,19.55500647311278,75.99999999999999,"Niche Cluster Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Business density,0.0,145319,72275,3.1
"Flagstaff, AZ",AZ,West,personal_services,Salon / Repair / Personal Services,13.493158383552489,300,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.44977194611841637,20.3703715505542,80.0,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Category location density,Payroll efficiency,Affluent demand,-0.10000000000000009,145161,75164,3.9
"Morgantown, WV",WV,South,personal_services,Salon / Repair / Personal Services,12.411630080177552,313,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.05576923076923077,0.28359279754437994,24.892521031916793,71.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.10000000000000009,142752,67242,3.4
"Hammond, LA",LA,South,personal_services,Salon / Repair / Personal Services,10.671979965314462,334,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.35573266551048205,15.690499867168652,47.99999999999999,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is affluent demand.",Low unemployment,Economic diversity,Recent labor momentum,Affluent demand,Payroll efficiency,0.7000000000000002,139823,56626,4.9
"Wausau, WI",WI,Midwest,personal_services,Salon / Repair / Personal Services,56.59510109589048,79,High,White-Space Opportunity,Strong overall market with room for category expansion.,0.6606985948343442,0.34487331524954606,51.08567198605417,71.99999999999999,"White-Space Opportunity: strongest signals are low unemployment and recent labor momentum, while the main watchout is payroll efficiency.",Low unemployment,Recent labor momentum,Economic diversity,Payroll efficiency,Category demand footprint,0.10000000000000009,139091,78721,2.6
"Harrisonburg, VA",VA,South,personal_services,Salon / Repair / Personal Services,19.63929607801134,203,Medium,Niche Cluster Bet,"Specialized category strength exists, but broader market support is thinner.",0.06525198938992043,0.5023885606905638,20.621120913542907,68.0,"Niche Cluster Bet: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Recent labor momentum,Payroll efficiency,Affluent demand,0.19999999999999973,138838,76570,2.8
"Bismarck, ND",ND,Midwest,personal_services,Salon / Repair / Personal Services,83.96253134589129,2,High,Established Leader,"Best for immediate entry into a proven, already-validated market.",0.9054413324071344,0.6860546025797295,45.42742254679054,64.0,"Established Leader: strongest signals are low unemployment and category location density, while the main watchout is payroll efficiency.",Low unemployment,Category location density,Economic diversity,Payroll efficiency,Affluent demand,0.2999999999999998,138774,86769,2.3
"Jonesboro, AR",AR,South,personal_services,Salon / Repair / Personal Services,15.316571026478343,259,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.10691865605658708,0.26107550341724156,24.878436351234775,59.99999999999998,"Selective Expansion Bet: strongest signals are low unemployment and recent labor momentum, while the main watchout is affluent demand.",Low unemployment,Recent labor momentum,Economic diversity,Affluent demand,Payroll efficiency,0.40000000000000036,138152,55486,3.2
"Wheeling, WV-OH",WV,South,personal_services,Salon / Repair / Personal Services,29.515317976575023,147,Medium,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.18497295469912106,0.552240371587885,22.139773080096205,60.00000000000001,"Selective Expansion Bet: strongest signals are low unemployment and category location density, while the main watchout is affluent demand.",Low unemployment,Category location density,Recent labor momentum,Affluent demand,Payroll efficiency,0.39999999999999947,135136,55531,4.8
"Springfield, OH",OH,Midwest,personal_services,Salon / Repair / Personal Services,12.983452821067646,306,Low,Selective Expansion Bet,"Worth evaluating carefully, but not a top-priority entry market.",0.0,0.4327817607022548,13.07353439815613,39.999999999999986,"Selective Expansion Bet: strongest signals are low unemployment and economic diversity, while the main watchout is payroll efficiency.",Low unemployment,Economic diversity,Category demand footprint,Payroll efficiency,Business density,0.9000000000000004,134985,64897,4.7
